"x","y_mean","y_sd","y_lower","y_upper","n_models"
5.9308447973178,0.100238177807503,0.0352466516261576,0.0464348584226165,0.177494231411565,100
10.409720679329,0.103865280802313,0.0347840361043608,0.0489074755883204,0.177494231411565,100
14.8885965613402,0.150801558857189,0.0292650838468865,0.098038461528875,0.205747511068326,100
19.3674724433514,0.160274910909116,0.036052587109869,0.0983896784419525,0.234779908736827,100
23.8463483253627,0.166869150224126,0.0297119002715621,0.118758924953722,0.226596004412078,100
28.3252242073739,0.185088143978275,0.0239298861473797,0.142734934531101,0.231483115657113,100
32.8041000893851,0.253240345031008,0.0607387723105106,0.159408040253827,0.406764978753111,100
37.2829759713963,0.228848127985171,0.0643777701322708,0.127102559956272,0.383974889491247,100
41.7618518534075,0.119485374040933,0.0251444340834887,0.0792549815888262,0.170911194295127,100
46.2407277354187,0.161667263674147,0.0269513482827521,0.114381642591565,0.223573598554739,100
50.71960361743,0.161667263674147,0.0269513482827521,0.114381642591565,0.223573598554739,100
55.1984794994412,0.161667263674147,0.0269513482827521,0.114381642591565,0.223573598554739,100
59.6773553814524,0.161667263674147,0.0269513482827521,0.114381642591565,0.223573598554739,100
64.1562312634636,0.161672982747973,0.0269596076859013,0.11437067860547,0.22371409596036,100
68.6351071454748,0.161683413587803,0.0269512443422994,0.11437067860547,0.2237691378413,100
73.113983027486,0.161762451746236,0.0269581019917319,0.114321690555433,0.223916539598548,100
77.5928589094972,0.196126170388102,0.0288068836370098,0.141761355787202,0.248486725905459,100
82.0717347915084,0.196126170388102,0.0288068836370098,0.141761355787202,0.248486725905459,100
86.5506106735197,0.196126170388102,0.0288068836370098,0.141761355787202,0.248486725905459,100
91.0294865555309,0.196126170388102,0.0288068836370098,0.141761355787202,0.248486725905459,100
95.5083624375421,0.196131282679986,0.0288046014867174,0.141761355787202,0.248486725905459,100
99.9872383195533,0.196124636573973,0.0287996645998933,0.141761355787202,0.248486725905459,100
104.466114201565,0.196124636573973,0.0287996645998933,0.141761355787202,0.248486725905459,100
108.944990083576,0.196236656565244,0.0288260881379176,0.141874511440314,0.248486725905459,100
113.423865965587,0.196236656565244,0.0288260881379176,0.141874511440314,0.248486725905459,100
117.902741847598,0.196236656565244,0.0288260881379176,0.141874511440314,0.248486725905459,100
122.381617729609,0.196236656565244,0.0288260881379176,0.141874511440314,0.248486725905459,100
