"x","y_mean","y_sd","y_lower","y_upper","n_models"
41.7266970246298,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
43.1146864607978,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
44.5026758969658,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
45.8906653331339,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
47.2786547693019,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
48.6666442054699,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
50.0546336416379,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
51.442623077806,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
52.830612513974,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
54.218601950142,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
55.60659138631,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
56.994580822478,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
58.3825702586461,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
59.7705596948141,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
61.1585491309821,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
62.5465385671501,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
63.9345280033182,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
65.3225174394862,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
66.7105068756542,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
68.0984963118222,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
69.4864857479902,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
70.8744751841583,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
72.2624646203263,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
73.6504540564943,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
75.0384434926623,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
76.4264329288304,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
77.8144223649984,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
79.2024118011664,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
80.5904012373344,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
81.9783906735024,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
83.3663801096705,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
84.7543695458385,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
86.1423589820065,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
87.5303484181745,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
88.9183378543426,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
90.3063272905106,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
91.6943167266786,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
93.0823061628466,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
94.4702955990146,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
95.8582850351827,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
97.2462744713507,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
98.6342639075187,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
100.022253343687,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
101.410242779855,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
102.798232216023,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
104.186221652191,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
105.574211088359,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
106.962200524527,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
108.350189960695,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
109.738179396863,6.11096874878392,2.45463912331798,1.94184176895036,11.1496704891753,90
